MSZoning,LotFrontage,LotArea,Street,LotShape,Utilities,LotConfig,LandSlope,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,ExterQual,Foundation,BsmtQual,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Kitchen,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageCars,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,PoolArea,PoolQC,Fence,MiscFeature,SalePrice
RL,79.0,11526,Pave,IR1,AllPub,Inside,Mod,6,1922,1994,Gable,TA,BrkTil,Ex,588.0,GasA,Fa,Y,SBrkr,1423,748,2555,0.0,0.0,2,0,3,1,TA,11,1,Gd,Detchd,2.0,TA,431,0,0,0,,,,191000.0
RM,,4426,Pave,Reg,AllPub,Inside,Gtl,6,2004,2004,Gable,Gd,PConc,Gd,848.0,GasA,Ex,Y,SBrkr,848,0,848,1.0,0.0,1,0,1,1,Gd,3,1,TA,Attchd,2.0,TA,149,0,0,0,,,,149300.0
FV,85.0,11003,Pave,Reg,AllPub,Inside,Gtl,10,2008,2008,Gable,Ex,PConc,Ex,1017.0,GasA,Ex,Y,SBrkr,1026,981,2007,1.0,0.0,2,1,3,1,Ex,10,1,Ex,Attchd,3.0,TA,168,52,0,0,,,,310000.0
RL,,8854,Pave,Reg,AllPub,Inside,Gtl,6,1916,1950,Gable,TA,BrkTil,TA,952.0,Grav,Fa,N,FuseF,952,0,952,0.0,0.0,1,0,2,1,Fa,4,1,Gd,Detchd,1.0,Fa,0,98,0,0,,,,121000.0
RL,63.0,8500,Pave,Reg,AllPub,FR2,Gtl,7,2004,2004,Gable,Gd,PConc,Gd,1422.0,GasA,Ex,Y,SBrkr,1422,0,1422,0.0,0.0,2,0,3,1,Gd,7,0,,Attchd,2.0,TA,192,60,0,0,,,,179600.0
RL,70.0,8400,Pave,Reg,AllPub,Inside,Gtl,6,1966,1966,Gable,TA,CBlock,TA,814.0,GasA,Gd,Y,SBrkr,913,0,913,1.0,0.0,1,0,3,1,TA,6,0,,Detchd,1.0,TA,0,0,252,0,,,,129000.0
RL,,26142,Pave,IR1,AllPub,CulDSac,Gtl,5,1962,1962,Gable,TA,CBlock,TA,1188.0,GasA,TA,Y,SBrkr,1188,0,1188,0.0,0.0,1,0,3,1,TA,6,0,,Attchd,1.0,TA,261,39,0,0,,,,157900.0
RL,80.0,10000,Pave,Reg,AllPub,Inside,Gtl,8,1995,1996,Gable,Gd,PConc,Gd,1220.0,GasA,Ex,Y,SBrkr,1220,870,2090,1.0,0.0,2,1,3,1,Gd,8,1,TA,Attchd,2.0,TA,0,65,0,0,,,,240000.0
RL,70.0,11767,Pave,Reg,AllPub,Inside,Gtl,4,1910,2000,Gable,TA,CBlock,Fa,560.0,GasA,Gd,N,SBrkr,796,550,1346,0.0,0.0,1,1,2,1,TA,6,0,,Detchd,1.0,Fa,168,24,0,0,,GdWo,,112000.0
RM,21.0,1533,Pave,Reg,AllPub,Inside,Gtl,5,1970,1970,Gable,TA,CBlock,Gd,630.0,GasA,Ex,Y,SBrkr,630,0,630,1.0,0.0,1,0,1,1,Ex,3,0,,,0.0,,0,0,0,0,,,,92000.0
RL,60.0,9000,Pave,Reg,AllPub,FR2,Gtl,5,1974,1974,Gable,TA,CBlock,Gd,896.0,GasA,TA,Y,SBrkr,896,896,1792,0.0,0.0,2,2,4,2,TA,8,0,,,0.0,,32,45,0,0,,,,136000.0
RL,78.0,9262,Pave,Reg,AllPub,Inside,Gtl,8,2008,2009,Gable,Gd,PConc,Gd,1573.0,GasA,Ex,Y,SBrkr,1578,0,1578,0.0,0.0,2,0,3,1,Ex,7,1,Gd,Attchd,3.0,TA,0,36,0,0,,,,287090.0
RM,35.0,3675,Pave,Reg,AllPub,Inside,Gtl,5,2005,2005,Gable,TA,PConc,Gd,547.0,GasA,Gd,Y,SBrkr,1072,0,1072,1.0,0.0,1,0,2,1,TA,5,0,,Basment,2.0,TA,0,28,0,0,,,,145000.0
RL,90.0,17217,Pave,Reg,AllPub,Inside,Gtl,5,2006,2006,Gable,TA,PConc,Gd,1140.0,GasA,Ex,Y,SBrkr,1140,0,1140,0.0,0.0,1,0,3,1,TA,6,0,,,0.0,,36,56,0,0,,,,84500.0
FV,62.0,7500,Pave,Reg,AllPub,Inside,Gtl,7,2004,2005,Gable,Gd,PConc,Gd,1221.0,GasA,Ex,Y,SBrkr,1221,0,1221,1.0,0.0,2,0,2,1,Gd,6,0,,Attchd,2.0,TA,0,113,0,0,,,,185000.0
RL,62.0,7917,Pave,Reg,AllPub,Inside,Gtl,6,1999,2000,Gable,TA,PConc,Gd,953.0,GasA,Ex,Y,SBrkr,953,694,1647,0.0,0.0,2,1,3,1,TA,7,1,TA,Attchd,2.0,TA,0,40,0,0,,,,175000.0
RL,85.0,13175,Pave,Reg,AllPub,Inside,Gtl,6,1978,1988,Gable,TA,CBlock,Gd,1542.0,GasA,TA,Y,SBrkr,2073,0,2073,1.0,0.0,2,0,3,1,TA,7,2,TA,Attchd,2.0,TA,349,0,0,0,,MnPrv,,210000.0
RL,66.0,9042,Pave,Reg,AllPub,Inside,Gtl,7,1941,2006,Gable,Ex,Stone,TA,1152.0,GasA,Ex,Y,SBrkr,1188,1152,2340,0.0,0.0,2,0,4,1,Gd,9,2,Gd,Attchd,1.0,TA,0,60,0,0,,GdPrv,Shed,266500.0
RL,68.0,9717,Pave,Reg,AllPub,Inside,Gtl,5,1950,1996,Hip,TA,CBlock,TA,1078.0,GasA,Gd,Y,FuseA,1078,0,1078,1.0,0.0,1,0,2,1,Gd,5,0,,Attchd,1.0,TA,366,0,112,0,,,,142125.0
RL,75.0,9937,Pave,Reg,AllPub,Inside,Gtl,5,1965,1965,Gable,Gd,CBlock,TA,1256.0,GasA,Gd,Y,SBrkr,1256,0,1256,1.0,0.0,1,1,3,1,TA,6,0,,Attchd,1.0,TA,736,68,0,0,,,,147500.0
RH,80.0,11622,Pave,Reg,AllPub,Inside,Gtl,5,1961,1961,Gable,TA,CBlock,TA,882.0,GasA,TA,Y,SBrkr,896,0,896,0.0,0.0,1,0,2,1,TA,5,0,,Attchd,1.0,TA,140,0,0,0,,MnPrv,,
RL,81.0,14267,Pave,IR1,AllPub,Corner,Gtl,6,1958,1958,Hip,TA,CBlock,TA,1329.0,GasA,TA,Y,SBrkr,1329,0,1329,0.0,0.0,1,1,3,1,Gd,6,0,,Attchd,1.0,TA,393,36,0,0,,,Gar2,
RL,74.0,13830,Pave,IR1,AllPub,Inside,Gtl,5,1997,1998,Gable,TA,PConc,Gd,928.0,GasA,Gd,Y,SBrkr,928,701,1629,0.0,0.0,2,1,3,1,TA,6,1,TA,Attchd,2.0,TA,212,34,0,0,,MnPrv,,
RL,78.0,9978,Pave,IR1,AllPub,Inside,Gtl,6,1998,1998,Gable,TA,PConc,TA,926.0,GasA,Ex,Y,SBrkr,926,678,1604,0.0,0.0,2,1,3,1,Gd,7,1,Gd,Attchd,2.0,TA,360,36,0,0,,,,
RL,43.0,5005,Pave,IR1,AllPub,Inside,Gtl,8,1992,1992,Gable,Gd,PConc,Gd,1280.0,GasA,Ex,Y,SBrkr,1280,0,1280,0.0,0.0,2,0,2,1,Gd,5,0,,Attchd,2.0,TA,0,82,0,0,,,,
RL,75.0,10000,Pave,IR1,AllPub,Corner,Gtl,6,1993,1994,Gable,TA,PConc,Gd,763.0,GasA,Gd,Y,SBrkr,763,892,1655,0.0,0.0,2,1,3,1,TA,7,1,TA,Attchd,2.0,TA,157,84,0,0,,,,
RL,,7980,Pave,IR1,AllPub,Inside,Gtl,6,1992,2007,Gable,TA,PConc,Gd,1168.0,GasA,Ex,Y,SBrkr,1187,0,1187,1.0,0.0,2,0,3,1,TA,6,0,,Attchd,2.0,TA,483,21,0,0,,GdPrv,Shed,
RL,63.0,8402,Pave,IR1,AllPub,Inside,Gtl,6,1998,1998,Gable,TA,PConc,Gd,789.0,GasA,Gd,Y,SBrkr,789,676,1465,0.0,0.0,2,1,3,1,TA,7,1,Gd,Attchd,2.0,TA,0,75,0,0,,,,
RL,85.0,10176,Pave,Reg,AllPub,Inside,Gtl,7,1990,1990,Gable,TA,PConc,Gd,1300.0,GasA,Gd,Y,SBrkr,1341,0,1341,1.0,0.0,1,1,2,1,Gd,5,1,Po,Attchd,2.0,TA,192,0,0,0,,,,
RL,70.0,8400,Pave,Reg,AllPub,Corner,Gtl,4,1970,1970,Gable,TA,CBlock,TA,882.0,GasA,TA,Y,SBrkr,882,0,882,1.0,0.0,1,0,2,1,TA,4,0,,Attchd,2.0,TA,240,0,0,0,,MnPrv,,
RH,26.0,5858,Pave,IR1,AllPub,FR2,Gtl,7,1999,1999,Gable,Gd,PConc,Gd,1405.0,GasA,Ex,Y,SBrkr,1337,0,1337,1.0,0.0,2,0,2,1,Gd,5,1,Fa,Attchd,2.0,TA,203,68,0,0,,,,
RM,21.0,1680,Pave,Reg,AllPub,Inside,Gtl,6,1971,1971,Gable,TA,CBlock,TA,483.0,GasA,TA,Y,SBrkr,483,504,987,0.0,0.0,1,1,2,1,TA,5,0,,Detchd,1.0,TA,275,0,0,0,,,,
RM,21.0,1680,Pave,Reg,AllPub,Inside,Gtl,5,1971,1971,Gable,TA,CBlock,TA,525.0,GasA,TA,Y,SBrkr,525,567,1092,0.0,0.0,1,1,3,1,TA,6,0,,Detchd,1.0,TA,0,0,0,0,,,,
RL,24.0,2280,Pave,Reg,AllPub,FR2,Gtl,6,1975,1975,Gable,TA,CBlock,TA,855.0,GasA,TA,Y,SBrkr,855,601,1456,0.0,0.0,2,1,3,1,Gd,6,1,TA,Attchd,2.0,TA,173,0,0,0,,,,
RL,24.0,2280,Pave,Reg,AllPub,FR2,Gtl,7,1975,1975,Gable,TA,CBlock,Gd,836.0,GasA,Ex,Y,SBrkr,836,0,836,0.0,0.0,1,0,2,1,TA,4,0,,Attchd,1.0,TA,0,30,0,0,,,,
RL,102.0,12858,Pave,IR1,AllPub,Inside,Gtl,9,2009,2010,Gable,Ex,PConc,Ex,1590.0,GasA,Ex,Y,SBrkr,1627,707,2334,0.0,0.0,2,1,3,1,Ex,10,1,Gd,Attchd,3.0,TA,144,133,0,0,,,,
RL,94.0,12883,Pave,IR1,AllPub,Corner,Gtl,8,2009,2010,Gable,Gd,PConc,Gd,1544.0,GasA,Ex,Y,SBrkr,1544,0,1544,0.0,0.0,2,0,3,1,Gd,7,0,,Attchd,3.0,TA,0,35,0,0,,,,
RL,90.0,11520,Pave,Reg,AllPub,Inside,Gtl,9,2005,2005,Hip,Gd,PConc,Ex,1698.0,GasA,Ex,Y,SBrkr,1698,0,1698,0.0,0.0,2,0,3,1,Ex,7,1,Gd,Attchd,3.0,TA,192,74,0,0,,,,
RL,79.0,14122,Pave,IR1,AllPub,Inside,Gtl,8,2005,2006,Hip,Gd,PConc,Ex,1822.0,GasA,Ex,Y,SBrkr,1822,0,1822,0.0,0.0,2,0,3,1,Ex,8,1,Gd,Attchd,3.0,TA,0,119,0,0,,,,
RL,110.0,14300,Pave,Reg,AllPub,Inside,Mod,9,2003,2004,Hip,Ex,PConc,Ex,2846.0,GasA,Ex,Y,SBrkr,2696,0,2696,1.0,0.0,2,1,3,1,Ex,10,2,Gd,Attchd,3.0,TA,220,150,0,0,,,,
RL,105.0,13650,Pave,Reg,AllPub,Corner,Gtl,8,2002,2002,Gable,Gd,PConc,Gd,1671.0,GasA,Ex,Y,SBrkr,1687,563,2250,1.0,0.0,2,1,3,1,Gd,7,1,Ex,Attchd,3.0,TA,238,130,0,0,,,,
RL,41.0,7132,Pave,IR1,AllPub,Inside,Gtl,8,2006,2006,Gable,Gd,PConc,Gd,1370.0,GasA,Ex,Y,SBrkr,1370,0,1370,0.0,0.0,2,0,2,1,Gd,6,1,Gd,Attchd,2.0,TA,120,49,0,0,,,,
RL,100.0,18494,Pave,IR1,AllPub,Corner,Gtl,6,2005,2005,Gable,Gd,PConc,Gd,1324.0,GasA,Ex,Y,SBrkr,1324,0,1324,0.0,0.0,2,0,3,1,Gd,6,0,,Attchd,2.0,TA,36,23,0,0,,,,
RL,43.0,3203,Pave,Reg,AllPub,Inside,Gtl,7,2006,2006,Gable,Gd,PConc,Gd,1145.0,GasA,Ex,Y,SBrkr,1145,0,1145,0.0,0.0,2,0,2,1,Gd,6,0,,Attchd,2.0,TA,100,116,0,0,,,,
RL,67.0,13300,Pave,IR1,AllPub,Inside,Gtl,7,2004,2004,Gable,Gd,PConc,Gd,384.0,GasA,Ex,Y,SBrkr,744,630,1374,1.0,0.0,2,1,3,1,Gd,7,1,Gd,BuiltIn,2.0,TA,100,0,0,0,,,,
RL,63.0,8577,Pave,IR1,AllPub,Inside,Gtl,7,2004,2004,Gable,Gd,PConc,Gd,847.0,GasA,Ex,Y,SBrkr,847,886,1733,0.0,0.0,2,1,3,1,Gd,7,1,Gd,BuiltIn,2.0,TA,144,48,0,0,,,,
RL,60.0,17433,Pave,IR2,AllPub,CulDSac,Gtl,8,1998,1998,Hip,Gd,PConc,Ex,1629.0,GasA,Ex,Y,SBrkr,1645,830,2475,0.0,0.0,2,1,4,1,Gd,7,1,TA,Attchd,3.0,TA,23,172,0,0,,,,
RL,73.0,8987,Pave,Reg,AllPub,Inside,Gtl,8,2005,2006,Gable,Gd,PConc,Gd,1595.0,GasA,Ex,Y,SBrkr,1595,0,1595,0.0,0.0,2,0,2,1,Gd,6,1,Gd,Attchd,3.0,TA,144,0,0,0,,,,
FV,92.0,9215,Pave,Reg,AllPub,Inside,Gtl,7,2009,2010,Hip,Gd,PConc,Gd,1218.0,GasA,Ex,Y,SBrkr,1218,0,1218,0.0,0.0,2,0,2,1,Gd,4,0,,Attchd,2.0,TA,0,136,0,0,,,,
FV,84.0,10440,Pave,Reg,AllPub,Corner,Gtl,6,2005,2005,Gable,Gd,PConc,Ex,1468.0,GasA,Ex,Y,SBrkr,1468,0,1468,1.0,0.0,2,0,2,1,Gd,6,1,Gd,Attchd,2.0,TA,0,102,0,0,,,,
RL,70.0,11920,Pave,Reg,AllPub,Inside,Gtl,7,2004,2004,Gable,Gd,PConc,Gd,831.0,GasA,Ex,Y,SBrkr,831,828,1659,0.0,0.0,2,1,3,1,Gd,8,0,,Attchd,2.0,TA,144,68,0,0,,,,
RH,70.0,9800,Pave,Reg,AllPub,Corner,Gtl,5,1920,1950,Gable,TA,BrkTil,TA,816.0,GasA,TA,N,FuseA,1012,0,1012,0.0,0.0,1,0,2,1,TA,5,0,,Detchd,1.0,TA,121,0,80,0,,,,
RL,39.0,15410,Pave,IR1,AllPub,CulDSac,Gtl,6,1974,2002,Hip,TA,CBlock,TA,1208.0,GasA,Ex,Y,SBrkr,1494,0,1494,1.0,0.0,2,0,3,1,TA,7,2,Fa,Attchd,2.0,TA,296,0,186,0,,GdPrv,,
RL,85.0,13143,Pave,IR1,AllPub,Inside,Gtl,8,1993,1993,Gable,Gd,PConc,Gd,1231.0,GasA,Ex,Y,SBrkr,1251,1098,2349,1.0,0.0,2,1,4,1,Gd,9,1,TA,Attchd,3.0,TA,32,130,0,0,,,,
RL,88.0,11134,Pave,Reg,AllPub,Inside,Gtl,8,1992,1993,Gable,Gd,PConc,Gd,1390.0,GasA,Ex,Y,SBrkr,1402,823,2225,1.0,0.0,2,1,4,1,Gd,7,1,TA,Attchd,3.0,TA,198,30,0,0,,,,
FV,25.0,4835,Pave,IR1,AllPub,CulDSac,Gtl,7,2004,2005,Gable,Gd,PConc,Ex,1488.0,GasA,Ex,Y,SBrkr,1488,0,1488,1.0,0.0,2,0,2,1,Gd,6,1,Gd,Attchd,2.0,TA,168,50,0,0,,,,
FV,39.0,3515,Pave,Reg,AllPub,Inside,Gtl,7,2004,2004,Gable,Gd,PConc,Gd,840.0,GasA,Ex,Y,SBrkr,840,840,1680,0.0,0.0,2,1,2,1,Gd,3,0,,Attchd,2.0,TA,0,111,0,0,,,,
FV,30.0,3215,Pave,Reg,AllPub,Inside,Gtl,7,2004,2004,Gable,Gd,PConc,Gd,600.0,GasA,Ex,Y,SBrkr,600,600,1200,0.0,0.0,2,1,2,1,Gd,4,0,,Detchd,2.0,TA,0,172,0,0,,,,
FV,24.0,2544,Pave,Reg,AllPub,Inside,Gtl,7,2004,2005,Gable,Gd,PConc,Gd,600.0,GasA,Ex,Y,SBrkr,600,600,1200,1.0,0.0,2,1,2,1,Gd,4,0,,Detchd,2.0,TA,0,172,0,0,,,,
FV,24.0,2544,Pave,Reg,AllPub,Inside,Gtl,6,2005,2005,Gable,Gd,PConc,Gd,600.0,GasA,Ex,Y,SBrkr,600,636,1236,1.0,0.0,2,1,2,1,Gd,4,0,,Detchd,2.0,TA,0,166,0,0,,,,
FV,,2980,Pave,Reg,AllPub,Corner,Gtl,6,2000,2000,Gable,Gd,PConc,Gd,756.0,GasA,Ex,Y,SBrkr,756,756,1512,1.0,0.0,2,1,2,1,Gd,5,0,,Detchd,2.0,TA,0,32,0,0,,,,
FV,,2403,Pave,IR1,AllPub,FR2,Gtl,7,2003,2003,Gable,Gd,PConc,Gd,530.0,GasA,Ex,Y,SBrkr,530,550,1080,0.0,0.0,2,1,2,1,Gd,4,0,,Attchd,2.0,TA,0,50,0,0,,,,
FV,57.0,12853,Pave,IR1,AllPub,Inside,Gtl,8,2010,2010,Gable,Gd,PConc,Ex,1642.0,GasA,Ex,Y,SBrkr,1418,0,1418,1.0,0.0,1,1,1,1,Gd,6,1,Gd,Attchd,3.0,TA,160,192,0,0,,,,
FV,68.0,7379,Pave,IR1,AllPub,Inside,Gtl,8,2000,2000,Gable,Gd,PConc,Gd,975.0,GasA,Ex,Y,SBrkr,975,873,1848,1.0,0.0,2,1,3,1,Gd,7,1,TA,Attchd,2.0,TA,280,184,0,0,,,,
FV,80.0,8000,Pave,Reg,AllPub,Inside,Gtl,7,2002,2002,Gable,Gd,PConc,Gd,1492.0,GasA,Ex,Y,SBrkr,1492,0,1492,1.0,0.0,2,0,3,1,Gd,6,1,Gd,Attchd,2.0,TA,277,137,0,0,,,,
RL,,10456,Pave,IR1,AllPub,Inside,Gtl,6,1967,1967,Hip,TA,CBlock,TA,1829.0,GasA,Gd,Y,SBrkr,1829,0,1829,1.0,0.0,2,0,4,1,TA,8,0,,Attchd,2.0,TA,0,76,0,0,,,,
RL,80.0,10791,Pave,Reg,AllPub,Inside,Gtl,6,1993,1993,Gable,TA,PConc,Gd,1280.0,GasA,Ex,Y,SBrkr,1280,1215,2495,1.0,0.0,2,1,4,1,Gd,9,1,TA,Attchd,2.0,TA,224,32,0,0,,,,
RL,,18837,Pave,IR1,AllPub,Inside,Gtl,6,1978,1978,Gable,TA,PConc,Gd,1224.0,GasA,TA,Y,SBrkr,1287,604,1891,0.0,1.0,3,0,3,1,TA,7,1,TA,Attchd,2.0,TA,0,69,0,0,,,,
RL,80.0,9600,Pave,Reg,AllPub,Inside,Gtl,6,1971,1971,Gable,TA,CBlock,TA,715.0,GasA,TA,Y,SBrkr,930,715,1645,0.0,0.0,1,2,4,1,TA,7,0,,Attchd,2.0,TA,0,78,0,0,,GdWo,,
RL,80.0,9600,Pave,Reg,AllPub,Inside,Gtl,5,1966,1966,Hip,TA,CBlock,TA,1232.0,GasA,TA,Y,SBrkr,1232,0,1232,1.0,0.0,1,1,3,1,TA,6,0,,Attchd,2.0,TA,0,224,0,0,,,,
RL,90.0,9900,Pave,Reg,AllPub,Corner,Gtl,5,1966,1966,Hip,TA,PConc,Gd,1209.0,GasA,Gd,Y,SBrkr,1209,0,1209,1.0,0.0,1,0,3,1,TA,6,0,,Attchd,2.0,TA,0,0,120,0,,,,
RL,88.0,9680,Pave,Reg,AllPub,Inside,Gtl,5,1967,1967,Gable,TA,CBlock,TA,1510.0,GasA,Ex,Y,SBrkr,1510,0,1510,1.0,0.0,2,0,3,1,Gd,6,0,,Attchd,2.0,TA,0,40,0,0,,GdPrv,,
RL,,10600,Pave,IR1,AllPub,Inside,Gtl,6,1964,1964,Gable,TA,CBlock,TA,533.0,GasA,TA,Y,SBrkr,1131,644,1775,0.0,0.0,2,0,3,1,TA,8,0,,Attchd,2.0,TA,0,172,0,0,,,,
RL,98.0,13260,Pave,IR1,AllPub,Inside,Gtl,5,1962,2001,Hip,TA,CBlock,TA,1728.0,GasA,TA,Y,SBrkr,1728,0,1728,2.0,0.0,2,0,6,2,TA,10,0,,,0.0,,0,0,0,0,,,,
RL,68.0,9724,Pave,Reg,AllPub,Inside,Gtl,5,1952,2002,Gable,Gd,CBlock,TA,1140.0,GasA,Gd,Y,SBrkr,1929,532,2461,0.0,0.0,2,0,3,1,TA,7,2,Gd,Detchd,2.0,TA,0,0,0,0,,GdWo,,
RL,120.0,17360,Pave,Reg,AllPub,Corner,Gtl,6,1949,1950,Gable,TA,CBlock,TA,782.0,GasA,TA,Y,SBrkr,1019,537,1556,0.0,0.0,2,0,3,1,TA,6,1,Gd,Attchd,2.0,TA,0,0,150,0,,,,
RL,75.0,11380,Pave,IR1,AllPub,Inside,Gtl,6,1966,2008,Gable,TA,CBlock,TA,1080.0,GasA,Gd,Y,SBrkr,1128,0,1128,1.0,0.0,1,0,2,1,Gd,5,1,Gd,Attchd,1.0,TA,238,0,0,0,,,Shed,
RL,70.0,8267,Pave,Reg,AllPub,Corner,Gtl,5,1958,1958,Gable,TA,CBlock,TA,1604.0,GasA,TA,Y,SBrkr,1604,0,1604,0.0,0.0,2,0,4,2,TA,8,0,,Attchd,2.0,TA,42,0,0,0,,,,
RL,70.0,8197,Pave,Reg,AllPub,Inside,Gtl,7,2003,2009,Gable,Gd,PConc,Gd,1480.0,GasA,Ex,Y,SBrkr,1480,0,1480,1.0,0.0,2,0,3,1,Gd,7,0,,Attchd,2.0,TA,252,73,0,0,,MnPrv,Shed,
RL,,8050,Pave,IR1,AllPub,Inside,Gtl,5,1959,1959,Hip,TA,CBlock,TA,1143.0,GasA,TA,Y,SBrkr,1143,0,1143,1.0,0.0,1,0,3,1,TA,6,0,,Attchd,1.0,TA,0,0,0,0,,GdPrv,,
RL,87.0,10725,Pave,IR1,AllPub,Inside,Gtl,5,1959,1959,Hip,TA,CBlock,TA,1206.0,GasA,Fa,Y,SBrkr,1206,0,1206,0.0,0.0,1,0,3,1,TA,6,0,,Attchd,1.0,TA,0,21,0,0,,,,
RL,80.0,10032,Pave,Reg,AllPub,Inside,Gtl,6,1959,1959,Gable,TA,CBlock,TA,1244.0,GasA,Ex,Y,SBrkr,1580,0,1580,1.0,0.0,1,1,3,1,TA,6,2,Gd,Attchd,2.0,TA,0,28,0,0,,GdWo,,
RL,60.0,8382,Pave,Reg,AllPub,Inside,Gtl,4,1956,1956,Gable,TA,CBlock,TA,832.0,GasA,TA,Y,FuseA,832,505,1337,0.0,0.0,1,0,3,1,TA,5,0,,Attchd,1.0,TA,0,0,0,0,,,,
RL,60.0,10950,Pave,Reg,AllPub,Inside,Gtl,5,1952,1952,Gable,TA,CBlock,TA,864.0,GasA,TA,Y,SBrkr,1064,0,1064,0.0,1.0,1,0,2,1,Fa,4,0,,Detchd,1.0,TA,0,0,0,0,,,,
RL,119.0,10895,Pave,Reg,AllPub,Corner,Gtl,5,1955,1955,Gable,TA,CBlock,TA,972.0,GasA,TA,Y,SBrkr,972,0,972,0.0,0.0,1,0,3,1,TA,5,0,,Attchd,1.0,TA,0,0,205,0,,GdWo,,
RL,70.0,13587,Pave,Reg,AllPub,Inside,Gtl,5,1958,1958,Gable,TA,CBlock,TA,988.0,GasA,TA,Y,SBrkr,988,0,988,1.0,0.0,1,0,2,1,TA,5,0,,Attchd,1.0,TA,0,0,0,0,,,,
RL,65.0,7898,Pave,Reg,AllPub,Corner,Gtl,4,1920,1994,Gable,TA,BrkTil,TA,576.0,GasA,Gd,Y,SBrkr,985,0,985,0.0,1.0,1,0,2,1,TA,4,0,,Detchd,2.0,TA,0,0,0,0,,,,
RL,60.0,8064,Pave,Reg,AllPub,Inside,Gtl,6,1948,2004,Gable,TA,CBlock,TA,816.0,GasA,TA,Y,SBrkr,816,408,1224,1.0,0.0,1,0,3,1,TA,5,0,,Detchd,1.0,TA,414,0,0,0,,GdWo,,
RL,81.0,7635,Pave,IR1,AllPub,Corner,Gtl,5,1960,1960,Gable,TA,CBlock,TA,1175.0,GasA,Ex,Y,SBrkr,1175,0,1175,0.0,0.0,1,1,3,1,TA,6,0,,Detchd,2.0,TA,0,0,0,0,,,,
RL,80.0,9760,Pave,Reg,AllPub,Inside,Mod,6,1963,1984,Hip,TA,CBlock,TA,1395.0,GasA,TA,Y,SBrkr,1395,0,1395,1.0,0.0,1,0,2,1,TA,7,1,TA,Attchd,2.0,TA,657,0,113,0,,,,
RM,60.0,4800,Pave,Reg,AllPub,Corner,Gtl,4,1900,1954,Hip,TA,PConc,TA,709.0,GasA,TA,Y,SBrkr,1157,687,1844,1.0,0.0,1,0,3,1,TA,9,2,Gd,Basment,1.0,TA,84,0,0,0,,,,
RM,56.0,4485,Pave,Reg,AllPub,Inside,Gtl,5,1920,1950,Gable,TA,PConc,TA,936.0,GasA,TA,Y,SBrkr,936,0,936,1.0,0.0,1,0,2,1,TA,5,1,Gd,,0.0,,51,0,135,0,,MnPrv,,
RM,69.0,5805,Pave,Reg,AllPub,Inside,Mod,5,1957,1957,Hip,TA,CBlock,TA,1347.0,GasA,Gd,Y,SBrkr,1347,0,1347,1.0,1.0,1,0,3,1,Gd,6,0,,Detchd,2.0,TA,0,0,0,0,,,,
RM,50.0,6900,Pave,Reg,AllPub,Corner,Gtl,6,1938,2000,Gable,TA,PConc,Gd,827.0,GasA,Gd,Y,SBrkr,827,424,1251,0.0,0.0,1,0,3,1,Fa,6,0,,Detchd,1.0,Fa,0,0,0,0,,,,
RM,69.0,11851,Pave,Reg,AllPub,Inside,Gtl,5,1948,2009,Gable,TA,BrkTil,TA,1027.0,GasA,Ex,Y,SBrkr,1027,606,1633,0.0,0.0,1,0,3,1,Gd,7,1,Gd,Detchd,1.0,TA,0,100,126,0,,,,
RM,,8239,Pave,Reg,AllPub,Inside,Gtl,5,1920,1962,Gable,TA,BrkTil,TA,1008.0,GasA,TA,Y,SBrkr,1060,185,1245,0.0,0.0,1,0,3,1,TA,6,0,,Detchd,1.0,TA,0,0,334,0,,,,
RM,68.0,9656,Pave,Reg,AllPub,Inside,Gtl,2,1923,1970,Gable,TA,BrkTil,Fa,678.0,GasA,TA,N,SBrkr,832,0,832,0.0,0.0,1,0,2,1,TA,5,1,Gd,Detchd,2.0,Fa,0,0,0,0,,,,
RM,60.0,9600,Pave,Reg,AllPub,Corner,Gtl,8,1900,2003,Gable,Gd,BrkTil,TA,930.0,GasW,TA,N,SBrkr,930,636,1566,0.0,0.0,2,0,3,1,Gd,7,0,,Detchd,1.0,TA,54,228,246,0,,,,
RM,50.0,9000,Pave,Reg,AllPub,Inside,Gtl,8,1890,2002,Gable,Gd,Stone,Fa,346.0,GasA,Ex,Y,SBrkr,1157,1111,2268,0.0,0.0,3,0,3,1,Gd,7,0,,Detchd,2.0,TA,0,108,0,0,,,,
RM,100.0,9045,Pave,Reg,AllPub,Inside,Gtl,5,1910,1950,Gable,TA,BrkTil,TA,840.0,Grav,Fa,N,FuseF,1128,1128,2256,0.0,0.0,2,0,4,2,Fa,12,0,,,0.0,,0,18,18,0,,,,
RM,60.0,10560,Pave,Reg,AllPub,Inside,Gtl,6,1922,1994,Gable,TA,CBlock,Fa,738.0,GasA,Ex,Y,SBrkr,868,602,1470,0.0,0.0,1,1,2,1,TA,6,0,,Detchd,2.0,TA,0,0,0,0,,,,
